StudyStartDate;StudyEndDate;FirstAuthor;DOI;AdditionalDetails;City;Country;GeographicalRegion;methods;platform;StringencyIndex;NO2_prcnt_change;NO2_prcnt_change_er;NO2_ugm3_Reference_avg;NO2_ugm3_Reference_sd;NO2_ugm3_Lockdown_avg;NO2_ugm3_Lockdown_sd;NOX_prcnt_change;NOX_prcnt_change_er;NOX_ugm3_Reference_avg;NOX_ugm3_Reference_sd;NOX_ugm3_Lockdown_avg;NOX_ugm3_Lockdown_sd;CO_prcnt_change;CO_prcnt_change_er;CO_mgm3_Reference_avg;CO_mgm3_Reference_sd;CO_mgm3_Lockdown_avg;CO_mgm3_Lockdown_sd;PM25_prcnt_change;PM25_prcnt_change_er;PM25_ugm3_Reference_avg;PM25_ugm3_Reference_sd;PM25_ugm3_Lockdown_avg;PM25_ugm3_Lockdown_sd;PM10_prcnt_change;PM10_prcnt_change_er;PM10_ugm3_Reference_avg;PM10_ugm3_Reference_sd;PM10_ugm3_Lockdown_avg;PM10_ugm3_Lockdown_sd;O3_prcnt_change;O3_prcnt_change_er;O3_ugm3_Reference_avg;O3_ugm3_Reference_sd;O3_ugm3_Lockdown_avg;O3_ugm3_Lockdown_sd;SO2_prcnt_change;SO2_prcnt_change_er;SO2_ugm3_Reference_avg;SO2_ugm3_Reference_sd;SO2_ugm3_Lockdown_avg;SO2_ugm3_Lockdown_sd;NH3_prcnt_change;NH3_prcnt_change_er;NH3_ugm3_Reference_avg;NH3_ugm3_Reference_sd;NH3_ugm3_Lockdown_avg;NH3_ugm3_Lockdown_sd;NMVOCS_prcnt_change;NMVOCS_prcnt_change_er;NMVOCS_ugm3_Reference_avg;NMVOCS_ugm3_Reference_sd;NMVOCS_ugm3_Lockdown_avg;NMVOCS_ugm3_Lockdown_sd;AOD_prcnt_change;AOD_prcnt_change_er;AOD_Reference_avg;AOD_Reference_sd;AOD_Lockdown_avg;AOD_Lockdown_sd;BC_prcnt_change;BC_prcnt_change_er;BC_ugm3_Reference_avg;BC_ugm3_Reference_sd;BC_ugm3_Lockdown_avg;BC_ugm3_Lockdown_sd;AQI_prcnt_change;AQI_prcnt_change_er;AQI_Reference_avg;AQI_Reference_sd;AQI_Lockdown_avg;AQI_Lockdown_sd;BCFF_prcnt_change;BCFF_prcnt_change_er;BCFF_ugm3_Reference_avg;BCFF_ugm3_Reference_sd;BCFF_ugm3_Lockdown_avg;BCFF_ugm3_Lockdown_sd;BCWB_prcnt_change;BCWB_prcnt_change_er;BCWB_ugm3_Reference_avg;BCWB_ugm3_Reference_sd;BCWB_ugm3_Lockdown_avg;BCWB_ugm3_Lockdown_sd;NO3_prcnt_change;NO3_prcnt_change_er;NO3_ugm3_Reference_avg;NO3_ugm3_Reference_sd;NO3_ugm3_Lockdown_avg;NO3_ugm3_Lockdown_sd;SO4_prcnt_change;SO4_prcnt_change_er;SO4_ugm3_Reference_avg;SO4_ugm3_Reference_sd;SO4_ugm3_Lockdown_avg;SO4_ugm3_Lockdown_sd;OM_prcnt_change;OM_prcnt_change_er;OM_ugm3_Reference_avg;OM_ugm3_Reference_sd;OM_ugm3_Lockdown_avg;OM_ugm3_Lockdown_sd;PM1_prcnt_change;PM1_prcnt_change_er;PM1_ugm3_Reference_avg;PM1_ugm3_Reference_sd;PM1_ugm3_Lockdown_avg;PM1_ugm3_Lockdown_sd;BBOA_prcnt_change;BBOA_prcnt_change_er;BBOA_ugm3_Reference_avg;BBOA_ugm3_Reference_sd;BBOA_ugm3_Lockdown_avg;BBOA_ugm3_Lockdown_sd;HOA_prcnt_change;HOA_prcnt_change_er;HOA_ugm3_Reference_avg;HOA_ugm3_Reference_sd;HOA_ugm3_Lockdown_avg;HOA_ugm3_Lockdown_sd;OOA_prcnt_change;OOA_prcnt_change_er;OOA_ugm3_Reference_avg;OOA_ugm3_Reference_sd;OOA_ugm3_Lockdown_avg;OOA_ugm3_Lockdown_sd
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Romania;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;53.08;-29.4;;;;;;;;;;;;;;;;;;-4.8;;;;;;;;;;;;-1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Russia;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;47.22;-17.6;;;;;;;;;;;;;;;;;;-2.5;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Serbia;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;56.96;-19.3;;;;;;;;;;;;;;;;;;-2.4;;;;;;;;;;;;-2.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Slovakia;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;52.36;-23.8;;;;;;;;;;;;;;;;;;-7.6;;;;;;;;;;;;-1.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Slovenia;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;46.06;-29.1;;;;;;;;;;;;;;;;;;-16.3;;;;;;;;;;;;-1.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Spain;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;51.73;-46.8;;;;;;;;;;;;;;;;;;-14.5;;;;;;;;;;;;-2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Sweden;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;18.1;-9.7;;;;;;;;;;;;;;;;;;-5.5;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;Switzerland;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;50.45;-33;;;;;;;;;;;;;;;;;;-22;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Rural;other;UK;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;50.45;-29.8;;;;;;;;;;;;;;;;;;-14;;;;;;;;;;;;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-04-30;Metya, Abirlal;10.4209/aaqr.2020.05.0240;Eastern India;other;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;50.68;-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-04-30;Metya, Abirlal;10.4209/aaqr.2020.05.0240;north/central China;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;71.33;-25;;;;;;;;;;;;-6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-18;2020-04-12;Mohd Nadzir;10.4209/aaqr.2020.04.0163;5 urban sites;other;Malaysia;Southeast Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;both;73.15;;;;;;;;;;;;;-45;5;0.63;0.11;0.35;0.05;-40;20;16.2;8.55;13.9;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-01;2020-04-30;Nakada, Liane Yuri Kondo;10.1016/j.scitotenv.2020.139087;industrial;Sao Paulo;Brazil;South America;Direct Comparison to a Reference Period;both;41.95;2;10.75;27.1;;29.7;;12.35;13.22;;;;;;;;;;;;;;;;;;;;;;;-0.7;5.09;23.2;;23.9;;-8.25;34.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-01;2020-04-30;Nakada, Liane Yuri Kondo;10.1016/j.scitotenv.2020.139087;urban I;Sao Paulo;Brazil;South America;Direct Comparison to a Reference Period;both;41.95;-21.85;11.67;40.6;;35.1;;-28.4;17.39;;;;;-25.95;14.35;0.57;;0.46;;-16.7;18.53;12.9;;12.5;;-8.3;20.51;;;;;;;;;;;-5.05;18.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-01;2020-04-30;Nakada, Liane Yuri Kondo;10.1016/j.scitotenv.2020.139087;urban II;Sao Paulo;Brazil;South America;Direct Comparison to a Reference Period;both;41.95;-41.8;17.68;24;;16.9;;-48.55;23.83;;;;;-37.45;22.13;0.34;;0.34;;;;;;;;;;;;;;21.85;11.95;32.3;;36.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-01;2020-04-30;Nakada, Liane Yuri Kondo;10.1016/j.scitotenv.2020.139087;center;Sao Paulo;Brazil;South America;Direct Comparison to a Reference Period;both;41.95;-34;17.68;24.4;;19.2;;-39.85;20.29;;;;;-47.3;24.75;0.23;;0.11;;-0.3;;12.4;;12.4;;7.7;;;;;;21.15;14.64;40.2;;44.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Delhi;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-79.2;;;;;;;;;;;;-30.2;;;;;;-58.1;;;;;;-70.5;;;;;;;;;;;;-53.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Ambala;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-42;;;;;;;;;;;;-39.1;;;;;;-37.1;;;;;;-60.3;;;;;;;;;;;;-36.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Amritsar;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-38.8;;;;;;;;;;;;-5.3;;;;;;-64.5;;;;;;-41.5;;;;;;;;;;;;-86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Jaipur;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-68.4;;;;;;;;;;;;-55;;;;;;-50.5;;;;;;-48.1;;;;;;;;;;;;-8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Lucknow;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;8.1;;;;;;;;;;;;-30.1;;;;;;-51.5;;;;;;;;;;;;;;;;;;167.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Patna;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;226.5;;;;;;;;;;;;27.2;;;;;;14.2;;;;;;;;;;;;;;;;;;-64.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Jorapokhar;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;19.1;;;;;;;;;;;;;;;;;;-24.7;;;;;;-10.2;;;;;;;;;;;;294.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Kolkata;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-55.9;;;;;;;;;;;;14.8;;;;;;-23.5;;;;;;-24.2;;;;;;;;;;;;45.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Ahmedabad;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-67.5;;;;;;;;;;;;-36.5;;;;;;-67.7;;;;;;;;;;;;;;;;;;-33.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Dewas;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-52.4;;;;;;;;;;;;141;;;;;;-12.9;;;;;;-33.1;;;;;;;;;;;;88.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Mumbai;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-57.9;;;;;;;;;;;;-45.6;;;;;;-0.9;;;;;;-27.3;;;;;;;;;;;;46.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Nagpur;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-49.9;;;;;;;;;;;;-63;;;;;;-52.6;;;;;;-52.6;;;;;;;;;;;;-90.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Amaravati;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-63.9;;;;;;;;;;;;-3.6;;;;;;-17.7;;;;;;-37.9;;;;;;;;;;;;19.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Bangalore;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-86.7;;;;;;;;;;;;-24.2;;;;;;-45.4;;;;;;-48.9;;;;;;;;;;;;-80.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Trivandrum;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;5.9;;;;;;;;;;;;-23.7;;;;;;-52.9;;;;;;-38.5;;;;;;;;;;;;252.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Chennai;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-36.3;;;;;;;;;;;;-23.7;;;;;;-30.2;;;;;;;;;;;;;;;;;;-69.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-03;Navinya, Chimurkar;10.4209/aaqr.2020.05.0256;;Hyderabad;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;98.71;-35;;;;;;;;;;;;-26.1;;;;;;-19.4;;;;;;-31.9;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-03-31;Nichol, Janet E.;10.3390/rs12132100;;Beijing;China;East Asia;Direct Comparison to a Reference Period;both;76.16;-25.2;;39.57;7.35;29.57;8.41;;;;;;;;;;;;;1.8;;51.1;0.62;52.03;15.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-03-31;Nichol, Janet E.;10.3390/rs12132100;;Tianjon;China;East Asia;Direct Comparison to a Reference Period;both;76.16;-14;;50.53;9.76;43.47;14.47;;;;;;;;;;;;;-5.1;;72.83;15.96;69.1;30.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-03-31;Nichol, Janet E.;10.3390/rs12132100;;Nanning;China;East Asia;Direct Comparison to a Reference Period;both;76.16;-30.4;;29.87;7.29;20.8;3.73;;;;;;;;;;;;;-6.8;;33;2.88;30.77;4.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-03-31;Nichol, Janet E.;10.3390/rs12132100;;Urumqi;China;East Asia;Direct Comparison to a Reference Period;both;76.16;-19.8;;57.63;7.23;46.23;19.28;;;;;;;;;;;;;-20.3;;108.6;29.29;86.57;54.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-11;2020-04-02;Otmani, Anas;10.1016/j.scitotenv.2020.139541;;Sale City;Morocco;Africa;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;71.42;-96;;5.6;;0.2;;;;;;;;;;;;;;;;;;;;-75;;;;;;;;;;;;-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-11;2020-02-14;Pei, Z.;10.1016/j.scitotenv.2020.140879;;Beijing;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;both;71.42;-28;;20;;35;;;;;;;;;;;;;;;;35;;110;;;;;;;;;;60;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-11;2020-02-14;Pei, Z.;10.1016/j.scitotenv.2020.140879;;Wuhan;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;both;71.42;-57;;23;;20;;;;;;;;;;;;;;;;65;;50;;;;;;;;;;53;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-11;2020-02-14;Pei, Z.;10.1016/j.scitotenv.2020.140879;;Guangzhou;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;both;71.42;-46;;18;;15;;;;;;;;;;;;;;;;21;;20;;;;;;;;;;58;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-04-20;2020-05-05;Resmi, C. T.;10.7717/peerj.9642;;Kannur;India;South Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;94.5;-71;;18.05;3.9;5.26;1.65;;;;;;;-67;;;;;;-53;;69.4;17;32.5;7.5;-61;;;;;;22;;91.28;9.48;111.3;5.2;-62;;;;;;;;;;;;-61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-16;2020-03-23;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Bern;Switzerland;Europe;Direct Comparison to a Reference Period;Ground-based;69.56;;;;;;;;;;;;;;;;;;;10.69;;12.8;;14.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-16;2020-03-23;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Prague;Czech Republic;Europe;Direct Comparison to a Reference Period;Ground-based;79.98;;;;;;;;;;;;;;;;;;;139.88;;17.4;;41.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-18;2020-03-25;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Brussels;Belgium;Europe;Direct Comparison to a Reference Period;Ground-based;79.4;;;;;;;;;;;;;;;;;;;54.97;;14.1;;21.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-03-22;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Vienna;Austria;Europe;Direct Comparison to a Reference Period;Ground-based;80.56;;;;;;;;;;;;;;;;;;;87.24;;15.2;;28.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-03-30;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;London;UK;Europe;Direct Comparison to a Reference Period;Ground-based;80.56;;;;;;;;;;;;;;;;;;;5.48;;12;;12.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-17;2020-03-24;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Paris;France;Europe;Direct Comparison to a Reference Period;Ground-based;87.96;;;;;;;;;;;;;;;;;;;38.15;;15.6;;21.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-04-01;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Tokyo;Japan;East Asia;Direct Comparison to a Reference Period;Ground-based;40.74;;;;;;;;;;;;;;;;;;;14.11;;13.1;;14.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-04-08;2020-04-15;Rodríguez-Urrego, Daniella;10.1016/j.envpol.2020.115042;;Singapore;Singapore;Southeast Asia;Direct Comparison to a Reference Period;Ground-based;81.71;;;;;;;;;;;;;;;;;;;11.08;;14.8;;16.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
